Exercise_Name,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Leg Press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44m-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-44m-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,"A moderately rated exercise targeting the Quadriceps using machine. Leg Press is designed to improve strength, flexibility, and endurance."
Stiff-Legged Dumbbell Deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9d-dumbbell-stiff-legged-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-9d-dumbbell-stiff-legged-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Cable Crossover,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,"A moderately rated exercise targeting the Chest using cable. Cable Crossover is designed to improve strength, flexibility, and endurance."
Barbell Incline Bench Press Medium-Grip,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"Lie on a bench, grip the barbell wider than shoulder-width, lower it to mid-chest, and press up until arms are extended."
Incline Dumbbell Flyes,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Chest using dumbbell. Incline Dumbbell Flyes is designed to improve strength, flexibility, and endurance."
Seated Cable Rows,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,"A moderately rated exercise targeting the Middle Back using cable. Seated Cable Rows is designed to improve strength, flexibility, and endurance."
Tricep Dumbbell Kickback,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76d-single-arm-triceps-kick-back-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Triceps using dumbbell. Tricep Dumbbell Kickback is designed to improve strength, flexibility, and endurance."
Otis-Up,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,"A moderately rated exercise targeting the Abdominals using other. Otis-Up is designed to improve strength, flexibility, and endurance."
Mountain climber,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-201a-mountain-climber-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-201a-mountain-climber-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Abdominals using body only. Mountain climber is designed to improve strength, flexibility, and endurance."
Ab bicycle,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73a-ab-cycle-m2-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73a-ab-cycle-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Abdominals using body only. Ab bicycle is designed to improve strength, flexibility, and endurance."
Barbell forward lunge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43b-barbell-forward-lunge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-43b-barbell-forward-lunge-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"A moderately rated exercise targeting the Quadriceps using barbell. Barbell forward lunge is designed to improve strength, flexibility, and endurance."
3/4 sit-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-149a-34-sit-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-149a-34-sit-up-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Abdominals using body only. 3/4 sit-up is designed to improve strength, flexibility, and endurance."
Exercise ball leg curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-21s-exercise-ball-leg-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-21s-exercise-ball-leg-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Legs,https://www.bodybuilding.com/exercises/equipment/exercise-ball,Exercise Ball,8.8,"A moderately rated exercise targeting the Hamstrings using exercise ball. Exercise ball leg curl is designed to improve strength, flexibility, and endurance."
Glute bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-59a-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-59a-glute-bridge-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Glutes using body only. Glute bridge is designed to improve strength, flexibility, and endurance."
Close-Grip Front Lat Pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73c-close-grip-pull-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-73c-close-grip-pull-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,"A moderately rated exercise targeting the Lats using cable. Close-Grip Front Lat Pulldown is designed to improve strength, flexibility, and endurance."
Dip Machine,https://www.bodybuilding.com/exercises/exerciseImages/sequences/146/Male/m/146_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/146/Male/m/146_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.8,"A moderately rated exercise targeting the Triceps using cable. Dip Machine is designed to improve strength, flexibility, and endurance."
Incline dumbbell row,,,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Middle Back using dumbbell. Incline dumbbell row is designed to improve strength, flexibility, and endurance."
Dumbbell Lunges,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Quadriceps using dumbbell. Dumbbell Lunges is designed to improve strength, flexibility, and endurance."
Single-arm standing shoulder press,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Shoulders using dumbbell. Single-arm standing shoulder press is designed to improve strength, flexibility, and endurance."
Preacher Curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-55s-ez-bar-preacher-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"A moderately rated exercise targeting the Biceps using barbell. Preacher Curl is designed to improve strength, flexibility, and endurance."
Reverse crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-263a-reverse-crunch-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Abdominals using body only. Reverse crunch is designed to improve strength, flexibility, and endurance."
Standing Dumbbell Triceps Extension,https://www.bodybuilding.com/images/2020/june/345_1.jpg,https://www.bodybuilding.com/images/2020/june/345_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Triceps using dumbbell. Standing Dumbbell Triceps Extension is designed to improve strength, flexibility, and endurance."
Elliptical trainer,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22m-elliptical-trainer-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,"A moderately rated exercise targeting the Quadriceps using machine. Elliptical trainer is designed to improve strength, flexibility, and endurance."
Bodyweight squat,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27a-bodyweight-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-27a-bodyweight-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Bent Over Two-Dumbbell Row With Palms In,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/17/Male/m/17_2.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Back,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.8,"A moderately rated exercise targeting the Middle Back using dumbbell. Bent Over Two-Dumbbell Row With Palms In is designed to improve strength, flexibility, and endurance."
Hex-bar deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-123s-hex-bar-deadlift-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,"Stand with feet hip-width, grip the bar outside your knees, lift by pushing through heels, keeping the bar close to your body."
Narrow-stance leg press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-46m-wide-stance-leg-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,"A moderately rated exercise targeting the Quadriceps using machine. Narrow-stance leg press is designed to improve strength, flexibility, and endurance."
Single-leg glute bridge,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61a-single-leg-glute-bridge-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Glutes using body only. Single-leg glute bridge is designed to improve strength, flexibility, and endurance."
Barbell Curls Lying Against An Incline,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/300/Male/m/300_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"A moderately rated exercise targeting the Biceps using barbell. Barbell Curls Lying Against An Incline is designed to improve strength, flexibility, and endurance."
Standing Hip Circles,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/873/Male/m/873_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,Legs,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.8,"A moderately rated exercise targeting the Abductors using body only. Standing Hip Circles is designed to improve strength, flexibility, and endurance."
Clam,https://www.bodybuilding.com/images/2020/april/2843_1.jpg,https://www.bodybuilding.com/images/2020/april/2843_2.jpg,https://www.bodybuilding.com/exercises/muscle/abductors,Legs,https://www.bodybuilding.com/exercises/finder,,8.8,"A moderately rated exercise targeting the Abductors using nan. Clam is designed to improve strength, flexibility, and endurance."
Narrow Stance Hack Squats,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.8,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Seated Close-Grip Concentration Barbell Curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"A moderately rated exercise targeting the Biceps using barbell. Seated Close-Grip Concentration Barbell Curl is designed to improve strength, flexibility, and endurance."
Smith machine box squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Legs,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.8,"Stand with feet shoulder-width apart, lower down as if sitting back into a chair, keeping knees over toes. Drive through heels to stand."
Drop Push,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/other,Other,8.8,"A moderately rated exercise targeting the Chest using other. Drop Push is designed to improve strength, flexibility, and endurance."
